2,7.20201656464e-05
3,0.000288080662586
4,0.00158444364422
5,0.00446525027008
6,0.00878646020886
7,0.0182211019085
8,0.0317248829672
9,0.0498379546273
10,0.0690313287721
11,0.0876125315088
12,0.0998919697515
13,0.106841915736
14,0.105329492258
15,0.0949945984876
16,0.0850198055456
17,0.0685271876125
18,0.0544472452287
19,0.0399711919337
20,0.0284119553475
21,0.0178970111631
22,0.0119193374145
23,0.00694994598488
24,0.00374504861361
25,0.00216060496939
26,0.000972272236226
27,0.000720201656464
28,0.000252070579762
29,0.000180050414116
30,0.00010803024847
31,3.60100828232e-05
